Building Number,ADDRESS,Block #,Red Tags,TAG_COLOR,Building Use,Building Area (sqft),Year Built,Age (years),Value ($),Permit Issued Date,Permit Finaled Date,Time Interval (days),Time Interval (months),INITIAL_DAMAGE_DESCRIPTION,Chimney,Foundation,Damage State,Latitude,Longitude,PH_ENGLISH,PH_NO18UNDER,PASIAN,PHISLAT,PAFRICAN,INCOME,PHU_OWNED,PHIGHSCH_DIPLOMA,,
758,2545 MAIN ST,Central,0,Yellow,Residential,3628,1912,104,"$811,000",NaN,NaN,NaN,NaN,do not occupy rooms below chimney or ext area below - do not use fireplace,1,0,2,38.313816,-122.295199,100,45.20833333,0.992829564,71.92498621,0,16968,43.33333333,50.26455026,,
759,2634 BROWN ST,Central,0,Yellow,Residential,2186,1959,57,"$532,500",10/22/14,expired on 10/6/15,NaN,NaN,Chimney bricks loose and leaning,0,0,2,38.314787,-122.295945,100,45.20833333,0.992829564,71.92498621,0,16968,43.33333333,50.26455026,,
760,2655 MAIN ST,Central,0,Yellow,Residential,1507,1951,65,"$496,200",9/24/14,expired on 3/31/15,NaN,NaN,chimney stucco cracked at roof line,1,0,2,38.315211,-122.295544,100,45.20833333,0.992829564,71.92498621,0,16968,43.33333333,50.26455026,,
761,2401 PACIFIC ST,Central,0,Yellow,Residential,1008,1942,74,"$362,000",12/5/14,expired on 9/9/15,NaN,NaN,"remove loose bricks from roof, stay clear of loose bricks",0,0,2,38.307525,-122.30157,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
762,2400 PACIFIC ST,Central,0,Yellow,Residential,1052,1942,74,"$417,100",NaN,NaN,NaN,NaN,Chimney,0,0,1,38.307588,-122.301047,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
763,2433 MARIN ST,Central,0,Yellow,Residential,840,1943,73,"$297,400",NaN,NaN,NaN,NaN,cracked chimney,1,0,1,38.30811,-122.30079,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
764,2469 PACIFIC ST,Central,0,Yellow,Residential,875,1943,73,"$369,000",NaN,NaN,NaN,NaN,Chimney,0,0,1,38.308553,-122.301872,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
765,2533 PACIFIC ST,Central,0,Yellow,Residential,875,1943,73,"$353,200",11/14/14,expired on 5/13/15,NaN,NaN,Chimney,0,0,1,38.309764,-122.30224,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
766,2540 PACIFIC ST,Central,0,Yellow,Residential,1148,1940,76,"$499,900",NaN,NaN,NaN,NaN,Chimney,0,0,1,38.309985,-122.301772,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
767,2569 PACIFIC ST,Central,0,Yellow,Residential,1220,1943,73,"$432,700",11/13/14,1/22/15,69,2.3,Chimney damage,0,0,1,38.310349,-122.302389,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
768,1571 PARK AVE,Central,0,Yellow,Residential,2415,1932,84,"$545,600",NaN,NaN,NaN,NaN,fireplace cracked & could fall - do not use front door access,0,0,2,38.311614,-122.301364,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
769,1600 PARK AVE,Central,0,Yellow,Residential,3500,NaN,NaN,"$498,000",NaN,NaN,NaN,NaN,Public sidewalk at brick fence. Falling hazard,0,0,2,38.312106,-122.301965,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
770,2721 MARIN ST,Central,0,Yellow,Residential,400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Public sidewalk at brick fence. Falling hazard,0,0,2,38.312253,-122.301833,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
771,1640 PARK AVE,Central,1,Red,Residential,600,NaN,NaN,"$577,500",NaN,NaN,NaN,NaN,carport 20% leaning,0,0,4,38.312022,-122.30263,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
772,1644 PARK AVE,Central,1,Red,Residential,unclear,NaN,NaN,NaN,NaN,NaN,NaN,NaN,carport 20% leaning,0,0,4,38.311706,-122.302611,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
773,2821 SONOMA ST,Central,0,Yellow,Residential,654,1942,74,"$334,400",NaN,NaN,NaN,NaN,Vetrical cracking - 1 corner of CMU foundation,0,1,3,38.312949,-122.303806,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
774,2469 BUTTE ST,Central,0,Yellow,Residential,1208,1964,52,"$453,500",9/19/14,expired on 3/30/15,NaN,NaN,"very slight leaning, racking cracks @ door frames, cracked chimney, blocks fallen",1,0,2,38.308303,-122.304665,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
775,2529 BUTTE ST,Central,0,Yellow,Residential,1235,1958,58,"$476,300",NaN,NaN,NaN,NaN,"Fndn sill plate, stucco cracking around base of structure primarily on S & W side. No restricting @ this time",0,0,2,38.309359,-122.304986,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
776,2581 BUTTE ST,Central,0,Yellow,Residential,1240,1959,57,"$462,000",NaN,NaN,NaN,NaN,concrete wall in backyard collapse,0,0,3,38.310232,-122.305246,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
777,2589 BUTTE ST,Central,0,Yellow,Residential,1280,1958,58,"$459,400",NaN,NaN,NaN,NaN,"Cracked chimney 12-24"" on horizontal",1,0,2,38.310413,-122.305286,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
778,1761 PARK AVE,Central,0,Yellow,Residential,1328,1910,106,"$471,800",8/10/15,expired on 2/6/16,NaN,NaN,foundation movement observed at east side of building near front,0,1,3,38.311089,-122.304325,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
779,1811 PARK AVE,Central,0,Yellow,Residential,1437,1955,61,"$485,200",NaN,NaN,NaN,NaN,Chimney,0,0,1,38.310975,-122.305018,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
780,1812 PARK AVE,Central,0,Yellow,Residential,unclear,NaN,NaN,NaN,9/9/14,1/7/15,118,3.9,"garage door frame, left column off foundation",0,1,2,38.311246,-122.305118,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
781,1810 PARK AVE,Central,0,Yellow,Residential,2100,NaN,NaN,"$496,700",NaN,NaN,NaN,NaN,"garage door frame, left column off foundation",0,1,2,38.311458,-122.305151,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
782,1811 MENLO AVE,Central,0,Yellow,Residential,2275,NaN,NaN,"$561,200",9/5/14,expired on 3/23/15,NaN,NaN,Chimney separated from home,0,0,2,38.311972,-122.305297,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
783,1815 MENLO AVE,Central,0,Yellow,Residential,unclear,NaN,NaN,NaN,10/20/14,10/30/14,10,0.3,Collapsed car port,0,0,2,38.312235,-122.305441,,,,,,,,,,
784,1731 MENLO AVE,Central,1,Red,Residential,1008,1981,35,"$643,100",NaN,NaN,NaN,NaN,ok to inhabit residences - do not access carport except to repair,0,0,3,38.312116,-122.304091,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
785,1841 MYRTLE AVE,Central,0,Yellow,Residential,1267,1954,62,"$510,500",NaN,NaN,NaN,NaN,"Chimney separation from house 2""",0,0,2,38.312839,-122.306126,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
786,1831 MYRTLE AVE,Central,0,Yellow,Residential,1184,1957,59,"$463,900",9/12/14,expired on 3/11/15,NaN,NaN,Front porch support damaged,0,0,2,38.312876,-122.305912,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
787,1740 MYRTLE AVE,Central,0,Yellow,Residential,1112,1954,62,"$463,700",NaN,NaN,NaN,NaN,chimney seperated from wall interior and exterior,1,0,2,38.313682,-122.304719,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
788,1760 MYRTLE AVE,Central,0,Yellow,Residential,1140,1954,62,"$457,300",NaN,NaN,NaN,NaN,masonry chimney - minor cracks observed on exterior & interior,1,0,1,38.31358,-122.305043,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
789,2920 SACRAMENTO ST,Central,0,Yellow,Residential,1562,1954,62,"$503,300",12/19/14,1/9/15,20,0.7,Cracked chimneys/separated from wall interior and exterior,1,0,2,38.313813,-122.305204,73.58490566,48.82075472,0,72.73823884,0,17273,43.39622642,59.56112853,,
790,728 1ST ST,Central,0,Yellow,Commercial,500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,front porch damage - unsure of foundation,0,1,2,38.300883,-122.282596,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
791,1031 MCKINSTRY ST,Central,0,Yellow,Residential,600,NaN,NaN,"$756,600",NaN,NaN,NaN,NaN,fireplace damage & falling - handrail front steps loose,0,0,2,38.301304,-122.282466,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
792,1314 MCKINSTRY ST,Central,0,Yellow,Commercial,180000,NaN,NaN,"$355,053",emergency repair 9/10/14; water damage repair 9/23/14,emergency repair expired on 11/10/15; water damage repair expired on 11/7/15,NaN,NaN,"stone veneer released, trellis shifted, minor damage - north wing rooms still restricted, elevator 2 & service elevator restricted",0,0,2,38.30391,-122.283545,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
793,1219 SILVERADO TRL,East,1,Red,Commercial,unclear,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"shared structural elements (common shear wall) with 1263 Juarez - progressive collapse, diagonal cracking",0,0,4,38.303544,-122.277412,95.95375723,72.25433526,0,22.24183583,0,56694,57.99614644,89.306698,,
794,1215 SILVERADO TRL,East,1,Red,Commercial,16800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"shared structural elements (common shear wall) with 1263 Juarez - progressive collapse, diagonal cracking",0,0,4,38.30332,-122.277836,95.95375723,72.25433526,0,22.24183583,0,56694,57.99614644,89.306698,,
795,1236 JUAREZ ST,East,1,Red,Commercial,unclear,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"unbraced compression flange bowstring truss, unbraced masonry wall, severe cracks in masonry wall, compromised wall - not safe to occupy",0,0,4,38.303035,-122.278155,95.95375723,72.25433526,0,22.24183583,0,56694,57.99614644,89.306698,,
796,1000 MAIN ST,Central,0,Yellow,Commercial,24500,NaN,NaN,NaN,10/6/14,11/18/14,42,1.4,Northwall crack ,0,0,2,38.299503,-122.285358,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
797,1030 MAIN ST,Central,0,Yellow,Commercial,16666,NaN,NaN,NaN,5/11/15,5/18/15,7,0.2,"fire alarm on test, elevator not functioning, sprinkler system off",0,0,2,38.299671,-122.285516,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
798,1040 MAIN ST,Central,0,Yellow,Commercial,16666,NaN,NaN,NaN,12/11/14,4/3/15,112,3.7,Retrofitted URM building with interior braced frames.,0,0,2,38.299835,-122.285675,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
799,1122 MAIN ST,Central,0,Yellow,Commercial,2658,NaN,NaN,NaN,9/9/14,11/12/14,63,2.1,"fallen debris from damaged parapet, remove hazards",0,0,2,38.300242,-122.28611,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
800,1140 MAIN ST,Central,0,Yellow,Commercial,2658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"fallen debris from damaged parapet, remove hazards",0,0,2,38.300413,-122.286253,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
801,1246 MAIN ST,Central,0,Yellow,Commercial,unclear,NaN,NaN,NaN,NaN,NaN,NaN,NaN,South exterior wall crack the entire length of building,0,0,2,38.301123,-122.287041,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
802,1216 YAJOME ST,Central,0,Yellow,Residential,925,1900,116,"$380,700",NaN,NaN,NaN,NaN,3/4 of chimney fell onto car in driveway - restricted area taped off,1,0,2,38.301799,-122.284917,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
803,1326 MAIN ST,Central,0,Yellow,Commercial,8500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Reinforced concrete building. Glazing and wall damage at corners.,0,0,2,38.301832,-122.287262,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
804,1337 TULOCAY ST,Central,0,Yellow,Residential,600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,front entry shifted - OK to occupy,0,0,2,38.302079,-122.286349,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
805,927 CAYMUS ST,Central,0,Yellow,Residential,1344,1927,89,"$556,600",NaN,NaN,NaN,NaN,"Wood frame housing, with no visible damage. Chimney collapse.",0,0,2,38.302125,-122.286873,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
806,905 CAYMUS ST,Central,0,Yellow,Residential,840,1910,106,"$407,000",3/10/15,5/14/15,64,2.1,"movement 1/2"" to 1"" at north half of structure to the west - SE to inspect foundation bolts",0,1,3,38.3024,-122.286599,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
807,960 CAYMUS ST,Central,0,Yellow,Residential,2400,NaN,NaN,"$311,900",7/21/15,10/30/15,99,3.3,Foundation cracked. Needs a structural engineer to perform a site inspection/shear crack to exterior walls,0,0,2,38.302495,-122.287283,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
808,850 CAYMUS ST,Central,0,Yellow,Residential,1375,1880,136,"$426,900",9/9/14,9/15/14,6,0.2,owner to have professional engineer or contractor evaluate foundation and porch,0,1,3,38.303078,-122.286149,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
809,820 CAYMUS ST,Central,0,Yellow,Residential,2320,1984,32,"$733,000",NaN,NaN,NaN,NaN,"CMU wall at garage has 1/2"" crack at upper section - have engr verify integrity",0,0,2,38.303344,-122.285622,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
810,831 NAPA ST,Central,1,Red,Residential,962,1920,96,"$443,700",NaN,NaN,NaN,NaN,No comments,0,0,4,38.303715,-122.285659,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
811,826 NAPA ST,Central,0,Yellow,Residential,748,1900,116,"$363,500",NaN,NaN,NaN,NaN,No comments,0,0,1,38.304126,-122.286018,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
812,924 NAPA ST,Central,0,Yellow,Commercial,7500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,No comments,0,0,1,38.303422,-122.287407,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
813,952 NAPA ST,Central,0,Yellow,Commercial,800,NaN,NaN,NaN,repair fireplace 10/3/14; new foundation 12/8/14,fireplace finaled on 10/6/14; foundation finaled on 4/22/15,fireplace 3 days; foundation 135 days,fireplace 0.1 months; foundation 4.5 months,No comments,0,0,1,38.303204,-122.287753,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
814,1520 MAIN ST,Central,0,Yellow,Residential,1212,1934,82,"$488,300",NaN,NaN,NaN,NaN,Front porch damaged and front south corner leaning,0,0,2,38.303119,-122.288299,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
815,1530 MAIN ST,Central,0,Yellow,Residential,1540,1920,96,"$554,400",NaN,NaN,NaN,NaN,Two chimneys damaged and collapsed. Garage shifted off foundation. Stucco cracks in exterior walls.,1,1,2,38.303221,-122.288384,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
816,923 VALLEJO ST,Central,1,Red,Commercial,2700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Structural carport listing,0,0,4,38.303783,-122.287798,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
817,903 VALLEJO ST,Central,1,Red,Residential,864,1885,131,"$386,600",NaN,NaN,NaN,NaN,foundation,0,1,4,38.303887,-122.287261,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
818,1700 YAJOME ST,Central,0,Yellow,Commercial,4800,NaN,NaN,NaN,9/4/14,expired on 3/3/15,NaN,NaN,Stucco damage - coming off corner of building,0,0,2,38.305273,-122.287627,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
819,1785 TANEN ST,Central,1,Red,Commercial,unclear,NaN,NaN,NaN,9/3/14,9/8/14,5,0.2,leaning non-structured CMU wall; leaning wall at back of bldg at bike path,0,0,4,38.306676,-122.286277,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
820,849 JACKSON ST,Central,1,Red,Commercial,15000,NaN,NaN,NaN,structural repair 9/19/14; new electrical service 10/28/14; demolition 2/23/15,structural repair expired on 3/23/15; electrical service expired on 5/11/15; demolition expired on 8/22/15,NaN,NaN,Roof collapse (Sunsweet Building),0,0,4,38.307366,-122.288145,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
821,741 JACKSON ST,Central,0,Yellow,Commercial,1400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Cracking of foundation - structure stable,0,1,2,38.308323,-122.286157,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
822,1916 YAJOME ST,Central,0,Yellow,Commercial,6000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T-bar ceiling has come loose in sections,0,0,2,38.307273,-122.289568,93.02325581,61.04651163,0.173611111,64.58333333,0,13466,15.11627907,58.11518325,,
823,2050 YAJOME ST,Central,0,Yellow,Residential,2800,1910,106,"$870,000",NaN,NaN,NaN,NaN,porch pillar/column broken,0,0,2,38.308934,-122.290795,73.046875,66.796875,1.346801347,46.8013468,2.861952862,24036,17.3828125,62.88265306,,
824,1610 MAIN ST,Central,1,Red,Residential,9600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,has a first story URM and a wood wall with masonry veneer on second floor. Veneer collapsed out-of-plane,0,0,4,38.303617,-122.288917,73.046875,66.796875,1.346801347,46.8013468,2.861952862,24036,17.3828125,62.88265306,,
825,1606 MAIN ST,Central,1,Red,Commercial,9600,NaN,NaN,NaN,remodel 9/4/2014; erect pedestrian scaffhold 9/15/14,remodel expired on 9/7/2015; expired on 3/14/15,NaN,NaN,URM building that had been retrofitted. Interior brace frame in front. No apparent steel brace frame on the east and south elevations. Masonry pier in-plane cracks and out-of plane cracks visible. East wall collapsed between wall to-floor tied URM wall.,0,0,4,38.303562,-122.288886,73.046875,66.796875,1.346801347,46.8013468,2.861952862,24036,17.3828125,62.88265306,,
826,1646 MAIN ST,Central,0,Yellow,Commercial,4000,NaN,NaN,NaN,9/11/14,2/9/15,148,4.9,"North wall, southeast wall corner & southwall",0,0,2,38.304058,-122.289067,73.046875,66.796875,1.346801347,46.8013468,2.861952862,24036,17.3828125,62.88265306,,
827,1615 NURSERY ST,Central,0,Yellow,Residential,984,1897,119,"$467,800",NaN,NaN,NaN,NaN,"Racking damage to walls, other structural damage, broken windows",0,0,2,38.304194,-122.288489,73.046875,66.796875,1.346801347,46.8013468,2.861952862,24036,17.3828125,62.88265306,,
828,935 YOUNT ST,Central,1,Red,Commercial,1400,NaN,NaN,NaN,10/16/14,2/19/15,123,4.1,"masonry (CMU) bldg major cracks, roof beams mostly disconnected",0,0,4,38.304305,-122.288614,73.046875,66.796875,1.346801347,46.8013468,2.861952862,24036,17.3828125,62.88265306,,
829,1610 NURSERY ST,Central,0,Yellow,Residential,1600,NaN,NaN,"$473,600",NaN,NaN,NaN,NaN,no restrict - wall to be evaluated before repair,0,0,2,38.304225,-122.288018,73.046875,66.796875,1.346801347,46.8013468,2.861952862,24036,17.3828125,62.88265306,,
830,1615 YAJOME ST,Central,0,Yellow,Residential,880,1938,78,"$430,600",9/24/14,3/11/15,167,5.6,Chimney partially down,0,0,2,38.30437,-122.287733,73.046875,66.796875,1.346801347,46.8013468,2.861952862,24036,17.3828125,62.88265306,,
831,1612 NURSERY ST,Central,0,Yellow,Residential,1072,1977,39,"$460,000",9/3/14,10/15/14,42,1.4,Cripple walls racked,0,0,2,38.304318,-122.288093,73.046875,66.796875,1.346801347,46.8013468,2.861952862,24036,17.3828125,62.88265306,,
832,1690 NURSERY ST,Central,0,Yellow,Residential,1056,1981,35,"$479,400",5/20/15,expired on 12/19/16,NaN,NaN,"Chimney, moderate cracks at base of fireplace",0,0,2,38.304428,-122.288272,73.046875,66.796875,1.346801347,46.8013468,2.861952862,24036,17.3828125,62.88265306,,
833,909 YOUNT ST,Central,0,Yellow,Residential,1173,1938,78,"$450,100",NaN,NaN,NaN,NaN,"Cracks in chimney Wall, racking damage to walls",1,0,1,38.304527,-122.288145,73.046875,66.796875,1.346801347,46.8013468,2.861952862,24036,17.3828125,62.88265306,,
834,1870 MAIN ST,Central,0,Yellow,Residential,1091,1938,78,"$483,400",NaN,NaN,NaN,NaN,Chimney cracked,0,0,1,38.305858,-122.290555,73.046875,66.796875,1.346801347,46.8013468,2.861952862,24036,17.3828125,62.88265306,,
835,1891 ADRIAN ST,Central,0,Yellow,Residential,1275,1935,81,"$486,500",9/23/14,8/7/15,314,10.5,CMU Wall Down,0,0,2,38.30626,-122.29044,73.046875,66.796875,1.346801347,46.8013468,2.861952862,24036,17.3828125,62.88265306,,
